SESSION|QS4/700 located at connection[0] session[0]|user=QNOVATE8
SELFIELD|ctxtI3-LOW=000000000015000177
TABLE|AFPO
TITLE|Data Browser: Table AFPO Select Entries        200
SBAR|Selection restricted to 200 hits
ALV|rows=200|cols=100
HDR|MANDT	AUFNR	POSNR	PSOBS	QUNUM	QUPOS	PROJN	PLNUM	STRMP	ETRMP	KDAUF	KDPOS	KDEIN	BESKZ	PSAMG	PSMNG	WEMNG	IAMNG	AMEIN	MEINS	MATNR	PAMNG	PGMNG	KNTTP	TPAUF	LTRMI	LTRMP	KALNR	UEBTO	UEBTK	UNTTO	INSMK	WEPOS	BWTAR	BWTTY	PWERK	LGORT	UMREZ	UMREN	WEBAZ	ELIKZ	SAFNR	VERID	SERNR	TECHS	DWERK	DAUTY	DAUAT	DGLTP	DGLTS	DFREI	DNREL	VERTO	SOBKZ	KZVBR	WEWRT	WEUNB	ABLAD	WEMPF	CHARG	GSBER	WEAED	CUOBJ	KBNKZ	ARSNR	ARSPS	KRSNR	KRSPS	KCKEY	RTP01	RTP02	RTP03	RTP04	KSVON	KSBIS	OBJNP	NDISR	VFMNG	GSBTR	KZAVC	KZBWS	XLOEK	SERNP	ANZSN	OBJTYPE	CH_PROC	FXPRU	CUOBJ_ROOT	BERID	TECHS_COPY	SGT_SCAT	KUNNR2	FSH_SEASON_YEAR	FSH_SEASON	FSH_COLLECTION	FSH_THEME	FSH_SALLOC_QTY	MILL_OC_AUFNR_U	MILL_OC_RUMNG	MILL_OC_SORT	
ROW11|700	003000019409	0001	E		000	00000000					000000	0000		0	1	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1004	FNWL	1	1	0			FG01			1004	40	ZPFG	05.02.2024	05.02.2024		X				0.00		0080030034			1008		000000000000000000		0000000000	0000	0000000000	0000										0	31.12.9999	1				0				000000000000000000	1004								0		0	00000000	
ROW12|700	003000019410	0001	E		000	00000000					000000	0000		0	1	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1004	FNWL	1	1	0			FG01			1004	40	ZPFG	05.02.2024	05.02.2024		X				0.00		0080030035			1008		000000000000000000		0000000000	0000	0000000000	0000										0	31.12.9999	1				0				000000000000000000	1004								0		0	00000000	
ROW13|700	003000019411	0001	E		000	00000000					000000	0000		0	1	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1004	FNWL	1	1	0			FG01			1004	40	ZPFG	05.02.2024	05.02.2024		X				0.00		0080030036			1008		000000000000000000		0000000000	0000	0000000000	0000										0	31.12.9999	1				0				000000000000000000	1004								0		0	00000000	
ROW14|700	003000019412	0001	E		000	00000000					000000	0000		0	1	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1004	FNWL	1	1	0			FG01			1004	40	ZPFG	05.02.2024	05.02.2024		X				0.00		0080030037			1008		000000000000000000		0000000000	0000	0000000000	0000										0	31.12.9999	1				0				000000000000000000	1004								0		0	00000000	
ROW15|700	003000019413	0001	E		000	00000000					000000	0000		0	1	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1004	FNWL	1	1	0			FG01			1004	40	ZPFG	05.02.2024	05.02.2024		X				0.00		0080030038			1008		000000000000000000		0000000000	0000	0000000000	0000										0	31.12.9999	1				0				000000000000000000	1004								0		0	00000000	
ROW16|700	003000019414	0001	E		000	00000000					000000	0000		0	1	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1004	FNWL	1	1	0			FG01			1004	40	ZPFG	05.02.2024	05.02.2024		X				0.00		0080030039			1008		000000000000000000		0000000000	0000	0000000000	0000										0	31.12.9999	1				0				000000000000000000	1004								0		0	00000000	
ROW17|700	003000019415	0001	E		000	00000000					000000	0000		0	1	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1004	FNWL	1	1	0			FG01			1004	40	ZPFG	05.02.2024	05.02.2024		X				0.00		0080030041			1008		000000000000000000		0000000000	0000	0000000000	0000										0	31.12.9999	1				0				000000000000000000	1004								0		0	00000000	
ROW18|700	003000019417	0001	E		000	00000000					000000	0000		0	1	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1004	FNWL	1	1	0			FG01			1004	40	ZPFG	05.02.2024	05.02.2024		X				0.00		0080030043			1008		000000000000000000		0000000000	0000	0000000000	0000										0	31.12.9999	1				0				000000000000000000	1004								0		0	00000000	
ROW19|700	003000019419	0001	E		000	00000000					000000	0000		0	1	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1004	FNWL	1	1	0			FG01			1004	40	ZPFG	05.02.2024	05.02.2024		X				0.00		0080030045			1008		000000000000000000		0000000000	0000	0000000000	0000										0	31.12.9999	1				0				000000000000000000	1004								0		0	00000000	
ROW20|700	003000019420	0001	E		000	00000000					000000	0000		0	1	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1004	FNWL	1	1	0			FG01			1004	40	ZPFG	05.02.2024	05.02.2024		X				0.00		0080030046			1008		000000000000000000		0000000000	0000	0000000000	0000										0	31.12.9999	1				0				000000000000000000	1004								0		0	00000000	
ROW21|700	003000019421	0001	E		000	00000000					000000	0000		0	1	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1004	FNWL	1	1	0			FG01			1004	40	ZPFG	05.02.2024	05.02.2024		X				0.00		0080030047			1008		000000000000000000		0000000000	0000	0000000000	0000										0	31.12.9999	1				0				000000000000000000	1004								0		0	00000000	
ROW22|700	003000019422	0001	E		000	00000000					000000	0000		0	1	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1004	FNWL	1	1	0			FG01			1004	40	ZPFG	05.02.2024	05.02.2024		X				0.00		0080030048			1008		000000000000000000		0000000000	0000	0000000000	0000										0	31.12.9999	1				0				000000000000000000	1004								0		0	00000000	
ROW23|700	003000019423	0001	E		000	00000000					000000	0000		0	1	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1004	FNWL	1	1	0			FG01			1004	40	ZPFG	05.02.2024	05.02.2024		X				0.00		0080030049			1008		000000000000000000		0000000000	0000	0000000000	0000										0	31.12.9999	1				0				000000000000000000	1004								0		0	00000000	
ROW24|700	003000019424	0001	E		000	00000000					000000	0000		0	1	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1004	FNWL	1	1	0			FG01			1004	40	ZPFG	05.02.2024	05.02.2024		X				0.00		0080030051			1008		000000000000000000		0000000000	0000	0000000000	0000										0	31.12.9999	1				0				000000000000000000	1004								0		0	00000000	
ROW25|700	003000019425	0001	E		000	00000000					000000	0000		0	1	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1004	FNWL	1	1	0			FG01			1004	40	ZPFG	05.02.2024	05.02.2024		X				0.00		0080030052			1008		000000000000000000		0000000000	0000	0000000000	0000										0	31.12.9999	1				0				000000000000000000	1004								0		0	00000000	
ROW26|700	003000019426	0001	E		000	00000000					000000	0000		0	1	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1004	FNWL	1	1	0			FG01			1004	40	ZPFG	05.02.2024	05.02.2024		X				0.00		0080030053			1008		000000000000000000		0000000000	0000	0000000000	0000										0	31.12.9999	1				0				000000000000000000	1004								0		0	00000000	
ROW27|700	003000019427	0001	E		000	00000000					000000	0000		0	1	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1004	FNWL	1	1	0			FG01			1004	40	ZPFG	05.02.2024	05.02.2024		X				0.00		0080030055			1008		000000000000000000		0000000000	0000	0000000000	0000										0	31.12.9999	1				0				000000000000000000	1004								0		0	00000000	
ROW28|700	003000019429	0001	E		000	00000000					000000	0000		0	1	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1004	FNWL	1	1	0			FG01			1004	40	ZPFG	05.02.2024	05.02.2024		X				0.00		0080030056			1008		000000000000000000		0000000000	0000	0000000000	0000										0	31.12.9999	1				0				000000000000000000	1004								0		0	00000000	
ROW29|700	003000019430	0001	E		000	00000000					000000	0000		0	1	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1004	FNWL	1	1	0			FG01			1004	40	ZPFG	05.02.2024	05.02.2024		X				0.00		0080030058			1008		000000000000000000		0000000000	0000	0000000000	0000										0	31.12.9999	1				0				000000000000000000	1004								0		0	00000000	
ROW30|700	003000019431	0001	E		000	00000000					000000	0000		0	1	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1004	FNWL	1	1	0			FG01			1004	40	ZPFG	05.02.2024	05.02.2024		X				0.00		0080030059			1008		000000000000000000		0000000000	0000	0000000000	0000										0	31.12.9999	1				0				000000000000000000	1004								0		0	00000000	
ROW31|700	003000019432	0001	E		000	00000000					000000	0000		0	1	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1004	FNWL	1	1	0			FG01			1004	40	ZPFG	05.02.2024	05.02.2024		X				0.00		0080030061			1008		000000000000000000		0000000000	0000	0000000000	0000										0	31.12.9999	1				0				000000000000000000	1004								0		0	00000000	
ROW32|700	003000019434	0001	E		000	00000000					000000	0000		0	1	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1004	FNWL	1	1	0			FG01			1004	40	ZPFG	05.02.2024	05.02.2024		X				0.00		0080030062			1008		000000000000000000		0000000000	0000	0000000000	0000										0	31.12.9999	1				0				000000000000000000	1004								0		0	00000000	
ROW33|700	003000019435	0001	E		000	00000000					000000	0000		0	1	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1004	FNWL	1	1	0			FG01			1004	40	ZPFG	05.02.2024	05.02.2024		X				0.00		0080030063			1008		000000000000000000		0000000000	0000	0000000000	0000										0	31.12.9999	1				0				000000000000000000	1004								0		0	00000000	
ROW34|700	003000019436	0001	E		000	00000000					000000	0000		0	1	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1004	FNWL	1	1	0			FG01			1004	40	ZPFG	05.02.2024	05.02.2024		X				0.00		0080030064			1008		000000000000000000		0000000000	0000	0000000000	0000										0	31.12.9999	1				0				000000000000000000	1004								0		0	00000000	
ROW35|700	003000019437	0001	E		000	00000000					000000	0000		0	1	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1004	FNWL	1	1	0			FG01			1004	40	ZPFG	05.02.2024	05.02.2024		X				0.00		0080030065			1008		000000000000000000		0000000000	0000	0000000000	0000										0	31.12.9999	1				0				000000000000000000	1004								0		0	00000000	
ROW36|700	003000019438	0001	E		000	00000000					000000	0000		0	1	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1004	FNWL	1	1	0			FG01			1004	40	ZPFG	05.02.2024	05.02.2024		X				0.00		0080030066			1008		000000000000000000		0000000000	0000	0000000000	0000										0	31.12.9999	1				0				000000000000000000	1004								0		0	00000000	
ROW37|700	003000019439	0001	E		000	00000000					000000	0000		0	1	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1004	FNWL	1	1	0			FG01			1004	40	ZPFG	05.02.2024	05.02.2024		X				0.00		0080030067			1008		000000000000000000		0000000000	0000	0000000000	0000										0	31.12.9999	1				0				000000000000000000	1004								0		0	00000000	
ROW38|700	003000019440	0001	E		000	00000000					000000	0000		0	1	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1004	FNWL	1	1	0			FG01			1004	40	ZPFG	05.02.2024	05.02.2024		X				0.00		0080030068			1008		000000000000000000		0000000000	0000	0000000000	0000										0	31.12.9999	1				0				000000000000000000	1004								0		0	00000000	
ROW39|700	003000026166	0001	E		000	00000000					000000	0000		0	42	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1002	FRAS	1	1	0			FG01			1002	40	ZPFG	07.02.2024	07.02.2024		X				0.00		0080042684			1008		000000000000000000		0000000000	0000	0000000000	0000										5.150	31.12.9999	1				0				000000000000000000	1002								0		0	00000000	
ROW40|700	003000026174	0001	E		000	00000000					000000	0000		0	42	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1002	FRAS	1	1	0			FG01			1002	40	ZPFG	07.02.2024	07.02.2024		X				0.00		0080042693			1008		000000000000000000		0000000000	0000	0000000000	0000										5.150	31.12.9999	1				0				000000000000000000	1002								0		0	00000000	
ROW41|700	003000026177	0001	E		000	00000000					000000	0000		0	42	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1002	FRAS	1	1	0			FG01			1002	40	ZPFG	07.02.2024	07.02.2024		X				0.00		0080042696			1008		000000000000000000		0000000000	0000	0000000000	0000										5.150	31.12.9999	1				0				000000000000000000	1002								0		0	00000000	
ROW42|700	003000026232	0001	E		000	00000000					000000	0000		0	42	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1002	FRAS	1	1	0			FG01			1002	40	ZPFG	07.02.2024	07.02.2024		X				0.00		0080042806			1008		000000000000000000		0000000000	0000	0000000000	0000										5.150	31.12.9999	1				0				000000000000000000	1002								0		0	00000000	
ROW43|700	003000026288	0001	E		000	00000000					000000	0000		0	42	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1002	FRAS	1	1	0			FG01			1002	40	ZPFG	07.02.2024	07.02.2024		X				0.00		0080042909			1008		000000000000000000		0000000000	0000	0000000000	0000										5.150	31.12.9999	1				0				000000000000000000	1002								0		0	00000000	
ROW44|700	003000199354	0001	E		000	00000000					000000	0000		0	25	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1042	FNBC	1	1	0			FG01			1042	40	ZPFG	11.03.2024	11.03.2024		X				0.00		0080377902			1010		000000000000000000		0000000000	0000	0000000000	0000										0	31.12.9999	1				0				000000000000000000	1042								0		0	00000000	
ROW45|700	003000199355	0001	E		000	00000000					000000	0000		0	5	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1042	FNBC	1	1	0			FG01			1042	40	ZPFG	11.03.2024	11.03.2024		X				0.00		0080377904			1010		000000000000000000		0000000000	0000	0000000000	0000										0	31.12.9999	1				0				000000000000000000	1042								0		0	00000000	
ROW46|700	003000304930	0001	E		000	00000000					000000	0000		0	25	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1041	FBGU	1	1	0			FG01			1041	40	ZPFG	31.03.2024	31.03.2024		X				0.00		0080584632			1010		000000000000000000		0000000000	0000	0000000000	0000										12.303	31.12.9999	1				0				000000000000000000	1041								0		0	00000000	
ROW47|700	003000305053	0001	E		000	00000000					000000	0000		0	25	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1041	FBGU	1	1	0			FG01			1041	40	ZPFG	31.03.2024	31.03.2024		X				0.00		0080584912			1010		000000000000000000		0000000000	0000	0000000000	0000										12.303	31.12.9999	1				0				000000000000000000	1041								0		0	00000000	
ROW48|700	003000305089	0001	E		000	00000000					000000	0000		0	20	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1041	FBGU	1	1	0			FG01			1041	40	ZPFG	31.03.2024	31.03.2024		X				0.00		0080585004			1010		000000000000000000		0000000000	0000	0000000000	0000										12.303	31.12.9999	1				0				000000000000000000	1041								0		0	00000000	
ROW49|700	003000861952	0001	E		000	00000000					000000	0000		0	35	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1070	FKDL	1	1	0			FG01			1070	40	ZPFG	29.07.2024	29.07.2024	1	X				0.00		0081666899			1029		000000000000000000		0000000000	0000	0000000000	0000										4.500	31.12.9999	1				0				000000000000000000	1070								0		0	00000000	
ROW50|700	003000987530	0001	E		000	00000000					000000	0000		0	42	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1005	FKGU	1	1	0			FG01			1005	40	ZPFG	30.08.2024	30.08.2024	1	X				0.00		0081907924			1008		000000000000000000		0000000000	0000	0000000000	0000										0	31.12.9999	1				0				000000000000000000	1005								0		0	00000000	
ROW51|700	003000987617	0001	E		000	00000000					000000	0000		0	42	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1005	FKGU	1	1	0			FG01			1005	40	ZPFG	30.08.2024	30.08.2024	1	X				0.00		0081908073			1008		000000000000000000		0000000000	0000	0000000000	0000										0	31.12.9999	1				0				000000000000000000	1005								0		0	00000000	
ROW52|700	003000987762	0001	E		000	00000000					000000	0000		0	42	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1005	FKGU	1	1	0			FG01			1005	40	ZPFG	30.08.2024	30.08.2024	1	X				0.00		0081908313			1008		000000000000000000		0000000000	0000	0000000000	0000										0	31.12.9999	1				0				000000000000000000	1005								0		0	00000000	
ROW53|700	003000987813	0001	E		000	00000000					000000	0000		0	42	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1005	FKGU	1	1	0			FG01			1005	40	ZPFG	30.08.2024	30.08.2024	1	X				0.00		0081908387			1008		000000000000000000		0000000000	0000	0000000000	0000										0	31.12.9999	1				0				000000000000000000	1005								0		0	00000000	
ROW54|700	003000990514	0001	E		000	00000000					000000	0000		0	42	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1005	FKGU	1	1	0			FG01			1005	40	ZPFG	30.08.2024	30.08.2024	1	X				0.00		0081914490			1008		000000000000000000		0000000000	0000	0000000000	0000										0	31.12.9999	1				0				000000000000000000	1005								0		0	00000000	
ROW55|700	003001625369	0001	E		000	00000000					000000	0000		0	30	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1042	FNBC	1	1	0			FG01			1042	40	ZPFG	20.01.2025	20.01.2025	1	X				0.00		0083130936			1010		000000000000000000		0000000000	0000	0000000000	0000										0.750	31.12.9999	1				0				000000000000000000	1042								0		0	00000000	
ROW56|700	003001625370	0001	E		000	00000000					000000	0000		0	30	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1042	FNBC	1	1	0			FG01			1042	40	ZPFG	20.01.2025	20.01.2025	1	X				0.00		0083130937			1010		000000000000000000		0000000000	0000	0000000000	0000										0.750	31.12.9999	1				0				000000000000000000	1042								0		0	00000000	
ROW57|700	003001625372	0001	E		000	00000000					000000	0000		0	35	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1042	FNBC	1	1	0			FG01			1042	40	ZPFG	20.01.2025	20.01.2025	1	X				0.00		0083130945			1010		000000000000000000		0000000000	0000	0000000000	0000										0.750	31.12.9999	1				0				000000000000000000	1042								0		0	00000000	
ROW58|700	003001626198	0001	E		000	00000000					000000	0000		0	50	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1070	FKDL	1	1	0			FG01			1070	40	ZPFG	20.01.2025	20.01.2025	1	X				0.00		0083132293			1029		000000000000000000		0000000000	0000	0000000000	0000										14.800	31.12.9999	1				0				000000000000000000	1070								0		0	00000000	
ROW59|700	003001688859	0001	E		000	00000000					000000	0000		0	38	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1042	FNBC	1	1	0			FG01			1042	40	ZPFG	01.02.2025	01.02.2025	1	X				0.00		0083257182			1010		000000000000000000		0000000000	0000	0000000000	0000										4.650	31.12.9999	1				0				000000000000000000	1042								0		0	00000000	
ROW60|700	003001729388	0001	E		000	00000000					000000	0000		0	50	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1041	FBGU	1	1	0			FG01			1041	40	ZPFG	09.02.2025	09.02.2025		X				0.00		0083332168			1010		000000000000000000		0000000000	0000	0000000000	0000										10.219	31.12.9999	1				0				000000000000000000	1041								0		0	00000000	
ROW61|700	003001729389	0001	E		000	00000000					000000	0000		0	50	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1041	FBGU	1	1	0			FG01			1041	40	ZPFG	09.02.2025	09.02.2025		X				0.00		0083332169			1010		000000000000000000		0000000000	0000	0000000000	0000										10.219	31.12.9999	1				0				000000000000000000	1041								0		0	00000000	
ROW62|700	003001735267	0001	E		000	00000000					000000	0000		0	42	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1005	FKGU	1	1	0			FG01			1005	40	ZPFG	10.02.2025	10.02.2025	1	X				0.00		0083343073			1008		000000000000000000		0000000000	0000	0000000000	0000										25.800	31.12.9999	1				0				000000000000000000	1005								0		0	00000000	
ROW63|700	003001735276	0001	E		000	00000000					000000	0000		0	42	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1005	FKGU	1	1	0			FG01			1005	40	ZPFG	10.02.2025	10.02.2025	1	X				0.00		0083343094			1008		000000000000000000		0000000000	0000	0000000000	0000										25.800	31.12.9999	1				0				000000000000000000	1005								0		0	00000000	
ROW64|700	003001735482	0001	E		000	00000000					000000	0000		0	42	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1005	FKGU	1	1	0			FG01			1005	40	ZPFG	10.02.2025	10.02.2025	1	X				0.00		0083343501			1008		000000000000000000		0000000000	0000	0000000000	0000										25.800	31.12.9999	1				0				000000000000000000	1005								0		0	00000000	
ROW65|700	003001735605	0001	E		000	00000000					000000	0000		0	42	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1005	FKGU	1	1	0			FG01			1005	40	ZPFG	10.02.2025	10.02.2025	1	X				0.00		0083343772			1008		000000000000000000		0000000000	0000	0000000000	0000										25.800	31.12.9999	1				0				000000000000000000	1005								0		0	00000000	
ROW66|700	003001751671	0001	E		000	00000000					000000	0000		0	35	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1041	FBGU	1	1	0			FG01			1041	40	ZPFG	13.02.2025	13.02.2025		X				0.00		0083375470			1010		000000000000000000		0000000000	0000	0000000000	0000										10.219	31.12.9999	1				0				000000000000000000	1041								0		0	00000000	
