SESSION|QS4/700 located at connection[0] session[0]|user=QNOVATE8
SELFIELD|ctxtI1-LOW=003004342633
SELFIELD|ctxtI1-HIGH=003004365835
SELFIELD|ctxtI3-LOW=000000000015000177
TABLE|AFPO
TITLE|Data Browser: Table AFPO Select Entries        200
SBAR|Selection restricted to 200 hits
ALV|rows=200|cols=100
HDR|MANDT	AUFNR	POSNR	PSOBS	QUNUM	QUPOS	PROJN	PLNUM	STRMP	ETRMP	KDAUF	KDPOS	KDEIN	BESKZ	PSAMG	PSMNG	WEMNG	IAMNG	AMEIN	MEINS	MATNR	PAMNG	PGMNG	KNTTP	TPAUF	LTRMI	LTRMP	KALNR	UEBTO	UEBTK	UNTTO	INSMK	WEPOS	BWTAR	BWTTY	PWERK	LGORT	UMREZ	UMREN	WEBAZ	ELIKZ	SAFNR	VERID	SERNR	TECHS	DWERK	DAUTY	DAUAT	DGLTP	DGLTS	DFREI	DNREL	VERTO	SOBKZ	KZVBR	WEWRT	WEUNB	ABLAD	WEMPF	CHARG	GSBER	WEAED	CUOBJ	KBNKZ	ARSNR	ARSPS	KRSNR	KRSPS	KCKEY	RTP01	RTP02	RTP03	RTP04	KSVON	KSBIS	OBJNP	NDISR	VFMNG	GSBTR	KZAVC	KZBWS	XLOEK	SERNP	ANZSN	OBJTYPE	CH_PROC	FXPRU	CUOBJ_ROOT	BERID	TECHS_COPY	SGT_SCAT	KUNNR2	FSH_SEASON_YEAR	FSH_SEASON	FSH_COLLECTION	FSH_THEME	FSH_SALLOC_QTY	MILL_OC_AUFNR_U	MILL_OC_RUMNG	MILL_OC_SORT	
ROW10|700	003004342765	0001	E		000	00000000					000000	0000		0	50	50	0	TO	TO	000000000015000177	0	0			05.08.2026		000000000000	0.0	X	0.0		X			1004	FNWL	1	1	0	X		FG01			1004	40	ZPFG	05.08.2026	05.08.2026	1					139,531.50		9004901590			1008		000000000000000000		0000000000	0000	0000000000	0000										50	05.08.2026	1				0				000000000000000000	1004								0		0	00000000	
ROW11|700	003004342781	0001	E		000	00000000					000000	0000		0	1	42	0	TO	TO	000000000015000177	0	0			05.08.2026		000000000000	0.0	X	0.0		X			1003	FRNC	1	1	0	X		FG01			1003	40	ZPFG	05.08.2026	05.08.2026	1					129,002.16		9004901629			1008		000000000000000000		0000000000	0000	0000000000	0000										1	05.08.2026	1				0				000000000000000000	1003								0		0	00000000	
ROW12|700	003004342783	0001	E		000	00000000					000000	0000		0	1	44	0	TO	TO	000000000015000177	0	0			05.08.2026		000000000000	0.0	X	0.0		X			1003	FRNC	1	1	0	X		FG01			1003	40	ZPFG	05.08.2026	05.08.2026	1					135,145.12		9004901634			1008		000000000000000000		0000000000	0000	0000000000	0000										1	05.08.2026	1				0				000000000000000000	1003								0		0	00000000	
ROW13|700	003004342787	0001	E		000	00000000					000000	0000		0	42	42	0	TO	TO	000000000015000177	0	0			05.08.2026		000000000000	0.0	X	0.0		X			1004	FNWL	1	1	0	X		FG01			1004	40	ZPFG	05.08.2026	05.08.2026	1					117,206.46		9004901650			1008		000000000000000000		0000000000	0000	0000000000	0000										42	05.08.2026	1				0				000000000000000000	1004								0		0	00000000	
ROW14|700	003004342788	0001	E		000	00000000					000000	0000		0	42	42	0	TO	TO	000000000015000177	0	0			05.08.2026		000000000000	0.0	X	0.0		X			1004	FNWL	1	1	0	X		FG01			1004	40	ZPFG	05.08.2026	05.08.2026	1					117,206.46		9004901652			1008		000000000000000000		0000000000	0000	0000000000	0000										42	05.08.2026	1				0				000000000000000000	1004								0		0	00000000	
ROW15|700	003004342789	0001	E		000	00000000					000000	0000		0	42	42	0	TO	TO	000000000015000177	0	0			05.08.2026		000000000000	0.0	X	0.0		X			1004	FNWL	1	1	0	X		FG01			1004	40	ZPFG	05.08.2026	05.08.2026	1					117,206.46		9004901653			1008		000000000000000000		0000000000	0000	0000000000	0000										42	05.08.2026	1				0				000000000000000000	1004								0		0	00000000	
ROW16|700	003004342799	0001	E		000	00000000					000000	0000		0	45	45	0	TO	TO	000000000015000177	0	0			05.08.2026		000000000000	0.0	X	0.0		X			1004	FNWL	1	1	0	X		FG01			1004	40	ZPFG	05.08.2026	05.08.2026	1					125,578.35		9004901671			1008		000000000000000000		0000000000	0000	0000000000	0000										45	05.08.2026	1				0				000000000000000000	1004								0		0	00000000	
ROW17|700	003004342800	0001	E		000	00000000					000000	0000		0	45	45	0	TO	TO	000000000015000177	0	0			05.08.2026		000000000000	0.0	X	0.0		X			1004	FNWL	1	1	0	X		FG01			1004	40	ZPFG	05.08.2026	05.08.2026	1					125,578.35		9004901672			1008		000000000000000000		0000000000	0000	0000000000	0000										45	05.08.2026	1				0				000000000000000000	1004								0		0	00000000	
ROW18|700	003004342805	0001	E		000	00000000					000000	0000		0	20	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1007	FRGU	1	1	0			FG01			1007	40	ZPFG	05.08.2026	05.08.2026	1					0.00		9004901679			1005		000000000000000000		0000000000	0000	0000000000	0000										20	05.08.2026	1				0				000000000000000000	1007								0		0	00000000	
ROW19|700	003004342806	0001	E		000	00000000					000000	0000		0	20	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1007	FRGU	1	1	0			FG01			1007	40	ZPFG	05.08.2026	05.08.2026	1					0.00		9004901680			1005		000000000000000000		0000000000	0000	0000000000	0000										20	05.08.2026	1				0				000000000000000000	1007								0		0	00000000	
ROW20|700	003004342854	0001	E		000	00000000					000000	0000		0	42	20	0	TO	TO	000000000015000177	0	0			05.08.2026		000000000000	0.0	X	0.0		X			1010	FUPG	1	1	0			FG01			1010	40	ZPFG	05.08.2026	05.08.2026	1					72,718.20		9004901758			1009		000000000000000000		0000000000	0000	0000000000	0000										42	05.08.2026	1				0				000000000000000000	1010								0		0	00000000	
ROW21|700	003004342855	0001	E		000	00000000					000000	0000		0	42	30	0	TO	TO	000000000015000177	0	0			05.08.2026		000000000000	0.0	X	0.0		X			1010	FUPG	1	1	0			FG01			1010	40	ZPFG	05.08.2026	05.08.2026	1					109,077.30		9004901760			1009		000000000000000000		0000000000	0000	0000000000	0000										42	05.08.2026	1				0				000000000000000000	1010								0		0	00000000	
ROW22|700	003004342856	0001	E		000	00000000					000000	0000		0	42	42	0	TO	TO	000000000015000177	0	0			05.08.2026		000000000000	0.0	X	0.0		X			1010	FUPG	1	1	0	X		FG01			1010	40	ZPFG	05.08.2026	05.08.2026	1					152,708.22		9004901761			1009		000000000000000000		0000000000	0000	0000000000	0000										42	05.08.2026	1				0				000000000000000000	1010								0		0	00000000	
ROW23|700	003004342858	0001	E		000	00000000					000000	0000		0	43	30	0	TO	TO	000000000015000177	0	0			05.08.2026		000000000000	0.0	X	0.0		X			1010	FUPG	1	1	0			FG01			1010	40	ZPFG	05.08.2026	05.08.2026	1					109,077.30		9004901763			1009		000000000000000000		0000000000	0000	0000000000	0000										43	05.08.2026	1				0				000000000000000000	1010								0		0	00000000	
ROW24|700	003004342860	0001	E		000	00000000					000000	0000		0	43	40	0	TO	TO	000000000015000177	0	0			05.08.2026		000000000000	0.0	X	0.0		X			1010	FUPG	1	1	0			FG01			1010	40	ZPFG	05.08.2026	05.08.2026	1					145,436.40		9004901766			1009		000000000000000000		0000000000	0000	0000000000	0000										43	05.08.2026	1				0				000000000000000000	1010								0		0	00000000	
ROW25|700	003004342864	0001	E		000	00000000					000000	0000		0	43	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1010	FUPG	1	1	0			FG01			1010	40	ZPFG	05.08.2026	05.08.2026	1					0.00		9004901773			1009		000000000000000000		0000000000	0000	0000000000	0000										43	05.08.2026	1				0				000000000000000000	1010								0		0	00000000	
ROW26|700	003004342886	0001	E		000	00000000					000000	0000		0	20	20	0	TO	TO	000000000015000177	0	0			05.08.2026		000000000000	0.0	X	0.0		X			1304	FEGU	1	1	0	X		FG01			1304	40	ZPFG	05.08.2026	05.08.2026	1					85,467.60		9004901834			1309		000000000000000000		0000000000	0000	0000000000	0000										20	05.08.2026	1				0				000000000000000000	1304								0		0	00000000	
ROW27|700	003004342887	0001	E		000	00000000					000000	0000		0	20	20	0	TO	TO	000000000015000177	0	0			05.08.2026		000000000000	0.0	X	0.0		X			1304	FEGU	1	1	0	X		FG01			1304	40	ZPFG	05.08.2026	05.08.2026	1					85,467.60		9004901836			1309		000000000000000000		0000000000	0000	0000000000	0000										20	05.08.2026	1				0				000000000000000000	1304								0		0	00000000	
ROW28|700	003004342897	0001	E		000	00000000					000000	0000		0	45	45	0	TO	TO	000000000015000177	0	0			05.08.2026		000000000000	0.0	X	0.0		X			1004	FNWL	1	1	0	X		FG01			1004	40	ZPFG	05.08.2026	05.08.2026	1					125,578.35		9004901881			1008		000000000000000000		0000000000	0000	0000000000	0000										45	05.08.2026	1				0				000000000000000000	1004								0		0	00000000	
ROW29|700	003004342898	0001	E		000	00000000					000000	0000		0	38	40	0	TO	TO	000000000015000177	0	0			05.08.2026		000000000000	0.0	X	0.0		X			1004	FNWL	1	1	0	X		FG01			1004	40	ZPFG	05.08.2026	05.08.2026	1					111,625.20		9004901883			1008		000000000000000000		0000000000	0000	0000000000	0000										38	05.08.2026	1				0				000000000000000000	1004								0		0	00000000	
ROW30|700	003004342900	0001	E		000	00000000					000000	0000		0	40	40	0	TO	TO	000000000015000177	0	0			05.08.2026		000000000000	0.0	X	0.0		X			1004	FNWL	1	1	0	X		FG01			1004	40	ZPFG	05.08.2026	05.08.2026	1					111,625.20		9004901885			1008		000000000000000000		0000000000	0000	0000000000	0000										40	05.08.2026	1				0				000000000000000000	1004								0		0	00000000	
ROW31|700	003004342901	0001	E		000	00000000					000000	0000		0	40	40	0	TO	TO	000000000015000177	0	0			05.08.2026		000000000000	0.0	X	0.0		X			1004	FNWL	1	1	0	X		FG01			1004	40	ZPFG	05.08.2026	05.08.2026	1					111,625.20		9004901889			1008		000000000000000000		0000000000	0000	0000000000	0000										40	05.08.2026	1				0				000000000000000000	1004								0		0	00000000	
ROW32|700	003004342907	0001	E		000	00000000					000000	0000		0	45	45	0	TO	TO	000000000015000177	0	0			05.08.2026		000000000000	0.0	X	0.0		X			1014	FJWN	1	1	0	X		FG01			1014	40	ZPFG	05.08.2026	05.08.2026	1					139,625.10		9004901901			1008		000000000000000000		0000000000	0000	0000000000	0000										45	05.08.2026	1				0				000000000000000000	1014								0		0	00000000	
ROW33|700	003004342908	0001	E		000	00000000					000000	0000		0	45	45	0	TO	TO	000000000015000177	0	0			05.08.2026		000000000000	0.0	X	0.0		X			1014	FJWN	1	1	0	X		FG01			1014	40	ZPFG	05.08.2026	05.08.2026	1					139,625.10		9004901902			1008		000000000000000000		0000000000	0000	0000000000	0000										45	05.08.2026	1				0				000000000000000000	1014								0		0	00000000	
ROW34|700	003004342910	0001	E		000	00000000					000000	0000		0	45	45	0	TO	TO	000000000015000177	0	0			05.08.2026		000000000000	0.0	X	0.0		X			1014	FJWN	1	1	0	X		FG01			1014	40	ZPFG	05.08.2026	05.08.2026	1					139,625.10		9004901908			1008		000000000000000000		0000000000	0000	0000000000	0000										45	05.08.2026	1				0				000000000000000000	1014								0		0	00000000	
ROW35|700	003004342916	0001	E		000	00000000					000000	0000		0	50	50	0	TO	TO	000000000015000177	0	0			05.08.2026		000000000000	0.0	X	0.0		X			1009	FBCU	1	1	0	X		FG01			1009	40	ZPFG	05.08.2026	05.08.2026	1					184,247.00		9004901924			1008		000000000000000000		0000000000	0000	0000000000	0000										50	05.08.2026	1				0				000000000000000000	1009								0		0	00000000	
ROW36|700	003004343023	0001	E		000	00000000					000000	0000		0	38	38	0	TO	TO	000000000015000177	0	0			05.08.2026		000000000000	0.0	X	0.0		X			1006	FJGU	1	1	0	X		FG01			1006	40	ZPFG	05.08.2026	05.08.2026	1					136,369.46		9004902184			1008		000000000000000000		0000000000	0000	0000000000	0000										38	05.08.2026	1				0				000000000000000000	1006								0		0	00000000	
ROW37|700	003004343024	0001	E		000	00000000					000000	0000		0	43	40	0	TO	TO	000000000015000177	0	0			05.08.2026		000000000000	0.0	X	0.0		X			1006	FJGU	1	1	0			FG01			1006	40	ZPFG	05.08.2026	05.08.2026	1					143,546.80		9004902186			1008		000000000000000000		0000000000	0000	0000000000	0000										43	05.08.2026	1				0				000000000000000000	1006								0		0	00000000	
ROW38|700	003004343056	0001	E		000	00000000					000000	0000		0	42	42	0	TO	TO	000000000015000177	0	0			05.08.2026		000000000000	0.0	X	0.0		X			1000	FBWR	1	1	0	X		FG01			1000	40	ZPFG	05.08.2026	05.08.2026	1					138,736.50		9004902249			1008		000000000000000000		0000000000	0000	0000000000	0000										42	05.08.2026	1				0				000000000000000000	1000								0		0	00000000	
ROW39|700	003004343057	0001	E		000	00000000					000000	0000		0	40	40	0	TO	TO	000000000015000177	0	0			05.08.2026		000000000000	0.0	X	0.0		X			1004	FNWL	1	1	0	X		FG01			1004	40	ZPFG	05.08.2026	05.08.2026	1					111,625.20		9004902251			1008		000000000000000000		0000000000	0000	0000000000	0000										40	05.08.2026	1				0				000000000000000000	1004								0		0	00000000	
ROW40|700	003004343062	0001	E		000	00000000					000000	0000		0	50	45	0	TO	TO	000000000015000177	0	0			05.08.2026		000000000000	0.0	X	0.0		X			1004	FNWL	1	1	0			FG01			1004	40	ZPFG	05.08.2026	05.08.2026	1					125,578.35		9004902257			1008		000000000000000000		0000000000	0000	0000000000	0000										50	05.08.2026	1				0				000000000000000000	1004								0		0	00000000	
ROW41|700	003004343063	0001	E		000	00000000					000000	0000		0	50	45	0	TO	TO	000000000015000177	0	0			05.08.2026		000000000000	0.0	X	0.0		X			1004	FNWL	1	1	0			FG01			1004	40	ZPFG	05.08.2026	05.08.2026	1					125,578.35		9004902259			1008		000000000000000000		0000000000	0000	0000000000	0000										50	05.08.2026	1				0				000000000000000000	1004								0		0	00000000	
ROW42|700	003004343064	0001	E		000	00000000					000000	0000		0	50	50	0	TO	TO	000000000015000177	0	0			05.08.2026		000000000000	0.0	X	0.0		X			1004	FNWL	1	1	0	X		FG01			1004	40	ZPFG	05.08.2026	05.08.2026	1					139,531.50		9004902261			1008		000000000000000000		0000000000	0000	0000000000	0000										50	05.08.2026	1				0				000000000000000000	1004								0		0	00000000	
ROW43|700	003004343066	0001	E		000	00000000					000000	0000		0	45	45	0	TO	TO	000000000015000177	0	0			05.08.2026		000000000000	0.0	X	0.0		X			1014	FJWN	1	1	0	X		FG01			1014	40	ZPFG	05.08.2026	05.08.2026	1					139,625.10		9004902265			1008		000000000000000000		0000000000	0000	0000000000	0000										45	05.08.2026	1				0				000000000000000000	1014								0		0	00000000	
ROW44|700	003004343071	0001	E		000	00000000					000000	0000		0	42	45	0	TO	TO	000000000015000177	0	0			05.08.2026		000000000000	0.0	X	0.0		X			1014	FJWN	1	1	0	X		FG01			1014	40	ZPFG	05.08.2026	05.08.2026	1					139,625.10		9004902275			1008		000000000000000000		0000000000	0000	0000000000	0000										42	05.08.2026	1				0				000000000000000000	1014								0		0	00000000	
ROW45|700	003004343080	0001	E		000	00000000					000000	0000		0	42	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1004	FNWL	1	1	0			FG01			1004	40	ZPFG	05.08.2026	05.08.2026	1					0.00		9004902308			1008		000000000000000000		0000000000	0000	0000000000	0000										42	05.08.2026	1				0				000000000000000000	1004								0		0	00000000	
ROW46|700	003004343082	0001	E		000	00000000					000000	0000		0	42	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1004	FNWL	1	1	0			FG01			1004	40	ZPFG	05.08.2026	05.08.2026	1					0.00		9004902310			1008		000000000000000000		0000000000	0000	0000000000	0000										42	05.08.2026	1				0				000000000000000000	1004								0		0	00000000	
ROW47|700	003004343085	0001	E		000	00000000					000000	0000		0	10	10	0	TO	TO	000000000015000177	0	0			05.08.2026		000000000000	0.0	X	0.0		X			1004	FNWL	1	1	0	X		FG01			1004	40	ZPFG	05.08.2026	05.08.2026	1					27,906.30		9004902316			1008		000000000000000000		0000000000	0000	0000000000	0000										10	05.08.2026	1				0				000000000000000000	1004								0		0	00000000	
ROW48|700	003004343086	0001	E		000	00000000					000000	0000		0	45	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1006	FJGU	1	1	0			FG01			1006	40	ZPFG	05.08.2026	05.08.2026	1					0.00		9004902318			1008		000000000000000000		0000000000	0000	0000000000	0000										45	05.08.2026	1				0				000000000000000000	1006								0		0	00000000	
ROW49|700	003004343180	0001	E		000	00000000					000000	0000		0	45	45	0	TO	TO	000000000015000177	0	0			05.08.2026		000000000000	0.0	X	0.0		X			1003	FRNC	1	1	0	X		FG01			1003	40	ZPFG	05.08.2026	05.08.2026	1					138,216.60		9004902461			1008		000000000000000000		0000000000	0000	0000000000	0000										45	05.08.2026	1				0				000000000000000000	1003								0		0	00000000	
ROW50|700	003004343227	0001	E		000	00000000					000000	0000		0	35	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1046	FNRC	1	1	0			FG01			1046	40	ZPFG	05.08.2026	05.08.2026	1					0.00		9004902530			1022		000000000000000000		0000000000	0000	0000000000	0000										35	05.08.2026	1				0				000000000000000000	1046								0		0	00000000	
ROW51|700	003004343255	0001	E		000	00000000					000000	0000		0	40	20	0	TO	TO	000000000015000177	0	0			05.08.2026		000000000000	0.0	X	0.0		X			1304	FEGU	1	1	0			FG01			1304	40	ZPFG	05.08.2026	05.08.2026	1					85,467.60		9004902573			1309		000000000000000000		0000000000	0000	0000000000	0000										40	05.08.2026	1				0				000000000000000000	1304								0		0	00000000	
ROW52|700	003004343277	0001	E		000	00000000					000000	0000		0	35	35	0	TO	TO	000000000015000177	0	0			05.08.2026		000000000000	0.0	X	0.0		X			1046	FNRC	1	1	0	X		FG01			1046	40	ZPFG	05.08.2026	05.08.2026	1					97,008.80		9004902613			1022		000000000000000000		0000000000	0000	0000000000	0000										35	05.08.2026	1				0				000000000000000000	1046								0		0	00000000	
ROW53|700	003004343294	0001	E		000	00000000					000000	0000		0	40	40	0	TO	TO	000000000015000177	0	0			05.08.2026		000000000000	0.0	X	0.0		X			1004	FNWL	1	1	0	X		FG01			1004	40	ZPFG	05.08.2026	05.08.2026	1					111,625.20		9004902632			1008		000000000000000000		0000000000	0000	0000000000	0000										40	05.08.2026	1				0				000000000000000000	1004								0		0	00000000	
ROW54|700	003004343329	0001	E		000	00000000					000000	0000		0	36	36	0	TO	TO	000000000015000177	0	0			05.08.2026		000000000000	0.0	X	0.0		X			1304	FEGU	1	1	0	X		FG01			1304	40	ZPFG	05.08.2026	05.08.2026	1					153,841.68		9004902682			1309		000000000000000000		0000000000	0000	0000000000	0000										36	05.08.2026	1				0				000000000000000000	1304								0		0	00000000	
ROW55|700	003004343330	0001	E		000	00000000					000000	0000		0	36	36	0	TO	TO	000000000015000177	0	0			05.08.2026		000000000000	0.0	X	0.0		X			1304	FEGU	1	1	0	X		FG01			1304	40	ZPFG	05.08.2026	05.08.2026	1					153,841.68		9004902683			1309		000000000000000000		0000000000	0000	0000000000	0000										36	05.08.2026	1				0				000000000000000000	1304								0		0	00000000	
ROW56|700	003004343332	0001	E		000	00000000					000000	0000		0	4	4	0	TO	TO	000000000015000177	0	0			05.08.2026		000000000000	0.0	X	0.0		X			1304	FEGU	1	1	0	X		FG01			1304	40	ZPFG	05.08.2026	05.08.2026	1					17,093.52		9004902687			1309		000000000000000000		0000000000	0000	0000000000	0000										4	05.08.2026	1				0				000000000000000000	1304								0		0	00000000	
ROW57|700	003004343333	0001	E		000	00000000					000000	0000		0	3	3	0	TO	TO	000000000015000177	0	0			05.08.2026		000000000000	0.0	X	0.0		X			1304	FEGU	1	1	0	X		FG01			1304	40	ZPFG	05.08.2026	05.08.2026	1					12,820.14		9004902688			1309		000000000000000000		0000000000	0000	0000000000	0000										3	05.08.2026	1				0				000000000000000000	1304								0		0	00000000	
ROW58|700	003004343349	0001	E		000	00000000					000000	0000		0	42	42	0	TO	TO	000000000015000177	0	0			05.08.2026		000000000000	0.0	X	0.0		X			1304	FEGU	1	1	0	X		FG01			1304	40	ZPFG	05.08.2026	05.08.2026	1					179,481.96		9004902714			1309		000000000000000000		0000000000	0000	0000000000	0000										42	05.08.2026	1				0				000000000000000000	1304								0		0	00000000	
ROW59|700	003004343351	0001	E		000	00000000					000000	0000		0	36	36	0	TO	TO	000000000015000177	0	0			05.08.2026		000000000000	0.0	X	0.0		X			1304	FEGU	1	1	0	X		FG01			1304	40	ZPFG	05.08.2026	05.08.2026	1					153,841.68		9004902716			1309		000000000000000000		0000000000	0000	0000000000	0000										36	05.08.2026	1				0				000000000000000000	1304								0		0	00000000	
ROW60|700	003004343354	0001	E		000	00000000					000000	0000		0	8	8	0	TO	TO	000000000015000177	0	0			05.08.2026		000000000000	0.0	X	0.0		X			1304	FEGU	1	1	0	X		FG01			1304	40	ZPFG	05.08.2026	05.08.2026	1					34,187.04		9004902720			1309		000000000000000000		0000000000	0000	0000000000	0000										8	05.08.2026	1				0				000000000000000000	1304								0		0	00000000	
ROW61|700	003004343355	0001	E		000	00000000					000000	0000		0	3.950	3.950	0	TO	TO	000000000015000177	0	0			05.08.2026		000000000000	0.0	X	0.0		X			1304	FEGU	1	1	0	X		FG01			1304	40	ZPFG	05.08.2026	05.08.2026	1					16,879.85		9004902721			1309		000000000000000000		0000000000	0000	0000000000	0000										3.950	05.08.2026	1				0				000000000000000000	1304								0		0	00000000	
ROW62|700	003004343406	0001	E		000	00000000					000000	0000		0	42	42	0	TO	TO	000000000015000177	0	0			05.08.2026		000000000000	0.0	X	0.0		X			1014	FJWN	1	1	0	X		FG01			1014	40	ZPFG	05.08.2026	05.08.2026	1					130,316.76		9004902796			1008		000000000000000000		0000000000	0000	0000000000	0000										42	05.08.2026	1				0				000000000000000000	1014								0		0	00000000	
ROW63|700	003004343414	0001	E		000	00000000					000000	0000		0	45	0	0	TO	TO	000000000015000177	0	0					000000000000	0.0	X	0.0		X			1014	FJWN	1	1	0			FG01			1014	40	ZPFG	05.08.2026	05.08.2026	1					0.00		9004902804			1008		000000000000000000		0000000000	0000	0000000000	0000										45	05.08.2026	1				0				000000000000000000	1014								0		0	00000000	
